1,1,50,50,50.348308261428897,51.166195076646176,0
2,2,50,50,50.737440747230252,50.758533222331238,1
3,3,50,50,50.636828986119241,50.612868479002152,0
4,4,50,50,50.308069096756171,50.285626003471293,1
5,5,50,50,50.078103929140653,50.953169409973789,0
6,6,50,50,50.583698573313896,50.126677810379014,1
7,7,50,50,50.271701575438868,50.783629791099351,0
8,8,43.365000000000002,55.835000000000001,43.60810934171608,56.124612528435499,1
9,1,43.365000000000002,55.835000000000001,44.180455764045014,56.638856690126957,0
10,2,43.365000000000002,55.835000000000001,43.974078917687478,55.958131350406546,1
11,3,43.365000000000002,55.835000000000001,44.185824480533746,56.699370725791582,0
12,4,43.365000000000002,55.835000000000001,43.450838462364544,56.59142914108876,1
13,5,43.365000000000002,55.835000000000001,43.752482323850693,56.281808806346028,0
14,6,43.365000000000002,55.835000000000001,44.152332927097774,56.116797293697843,1
15,7,43.365000000000002,55.835000000000001,43.834959107760177,56.033338156576811,0
16,8,36.055455500000008,60.795935499999999,36.850367988979812,61.14915295514654,1
17,1,36.055455500000008,60.795935499999999,36.084194455970753,61.106478320322545,0
18,2,36.055455500000008,60.795935499999999,36.576332596699622,61.741925268814931,1
19,3,36.055455500000008,60.795935499999999,36.627900791368006,61.107342704000978,0
20,4,36.055455500000008,60.795935499999999,36.38342750584313,61.448595431757902,1
21,5,36.055455500000008,60.795935499999999,36.6606081564493,60.888098306201698,0
22,6,36.055455500000008,60.795935499999999,36.279816499271043,61.668745312910644,1
23,7,36.055455500000008,60.795935499999999,36.221405734466522,61.57868151313702,0
24,8,28.185758699150011,64.805683316849994,28.91452709259956,64.842766662776526,1
25,1,28.185758699150011,64.805683316849994,29.112428134220554,65.062359277699258,0
26,2,28.185758699150011,64.805683316849994,28.764145389032382,65.056893294897748,1
27,3,28.185758699150011,64.805683316849994,28.712573465831028,65.127363707974126,0
28,4,28.185758699150011,64.805683316849994,28.685995738929616,65.288932679791458,1
29,5,28.185758699150011,64.805683316849994,28.899764755249432,65.100116824224529,0
30,6,28.185758699150011,64.805683316849994,28.390091139972206,64.823356419498694,1
31,7,28.185758699150011,64.805683316849994,28.60018865476729,65.525591258424541,0
32,8,19.879003919945617,67.802001960099204,20.408196488953113,68.468747607369124,1
33,1,19.879003919945617,67.802001960099204,20.09376182232505,68.501476505466499,0
34,2,19.879003919945617,67.802001960099204,19.933170321438016,68.662303536717403,1
35,3,19.879003919945617,67.802001960099204,20.721828907926604,68.034801489867419,0
36,4,19.879003919945617,67.802001960099204,20.351465045622895,68.570154136292402,1
37,5,19.879003919945617,67.802001960099204,20.274130999509907,68.533479506884703,0
38,6,19.879003919945617,67.802001960099204,20.592363913396731,68.329628621790249,1
39,7,19.879003919945617,67.802001960099204,20.413477264552501,68.301334842522763,0
40,8,11.265062244161681,69.738497733235633,11.934412150375389,69.743045476099738,1
41,1,11.265062244161681,69.738497733235633,12.01734318688084,70.117934512673344,0
42,2,11.265062244161681,69.738497733235633,11.387351737638689,70.329298523836997,1
43,3,11.265062244161681,69.738497733235633,11.355971023965003,70.476006295903247,0
44,4,11.265062244161681,69.738497733235633,11.96852024352444,70.433308111568365,1
45,5,11.265062244161681,69.738497733235633,11.644029667542847,70.332450747411968,0
46,6,11.265062244161681,69.738497733235633,11.792520356771311,70.443421164265089,1
